id,type,class
11625,CORRIDOR,2_closed@0@2
11626,KITCHEN,2_closed@2@1
11627,CHILDREN,2_closed@1@1
11628,BATH,2_closed@1@1
11629,CORRIDOR,2_closed@0@4
11630,ROOM,2_closed@1@1
11631,KITCHEN,2_closed@1@1
11632,SLEEPING,2_closed@1@1
11633,CORRIDOR,2_closed@0@5
11634,TOILET,2_closed@1@1
11635,KITCHEN,2_closed@1@2
11636,SLEEPING,2_closed@1@2
11637,SLEEPING,2_closed@1@1
11638,STORAGE,2_closed@1@1
11639,TOILET,2_closed@1@1
11640,CORRIDOR,2_closed@0@5
11641,KITCHEN,2_closed@1@1
11642,LIVING,2_closed@1@2
11643,LIVING,2_closed@1@2
11644,STORAGE,2_closed@1@1
11645,CORRIDOR,2_closed@1@1
11646,CORRIDOR,2_closed@0@3
11647,LIVING,2_closed@1@3
11648,TOILET,2_closed@2@1
11649,KITCHEN,2_closed@2@1
11650,CHILDREN,2_closed@1@1
11651,TOILET,2_closed@1@1
11652,CORRIDOR,2_closed@0@5
11653,CORRIDOR,2_closed@2@1
11654,CORRIDOR,2_closed@1@2
11655,KITCHEN,2_closed@1@2
11656,ROOM,2_closed@2@1
11657,SLEEPING,2_closed@1@1
11658,STORAGE,2_closed@1@1
11659,BATH,2_closed@2@1
11660,SLEEPING,2_closed@1@3
11661,CORRIDOR,2_closed@0@3
11662,CORRIDOR,2_closed@1@1
11663,LIVING,2_closed@1@3
11664,KITCHEN,2_closed@2@1
11665,KITCHEN,2_closed@1@1
11666,CORRIDOR,2_closed@0@5
11667,ROOM,2_closed@1@1
11668,BATH,2_closed@1@1
11669,SLEEPING,2_closed@1@1
11670,STORAGE,2_closed@1@1
11671,CORRIDOR,2_closed@1@5
11672,BATH,2_closed@2@1
11673,ROOM,2_closed@2@2
11674,KITCHEN,2_closed@2@2
11675,CORRIDOR,2_closed@0@1
11676,SLEEPING,2_closed@2@1
11677,CORRIDOR,2_closed@1@6
11678,BATH,2_closed@2@1
11679,SLEEPING,2_closed@2@2
11680,KITCHEN,2_closed@2@2
11681,CORRIDOR,2_closed@0@1
11682,CHILDREN,2_closed@2@1
11683,STORAGE,2_closed@2@1
11684,CORRIDOR,2_closed@0@4
11685,TOILET,2_closed@1@1
11686,KITCHEN,2_closed@1@2
11687,ROOM,2_closed@1@2
11688,CHILDREN,2_closed@1@1
11689,CORRIDOR,2_closed@1@5
11690,BATH,2_closed@2@1
11691,SLEEPING,2_closed@2@2
11692,KITCHEN,2_closed@2@2
11693,CORRIDOR,2_closed@0@1
11694,SLEEPING,2_closed@2@1
11695,TOILET,2_closed@1@1
11696,CORRIDOR,2_closed@0@4
11697,KITCHEN,2_closed@1@1
11698,LIVING,2_closed@1@2
11699,ROOM,2_closed@1@2
11700,SLEEPING,2_closed@2@1
11701,ROOM,2_closed@1@3
11702,TOILET,2_closed@1@1
11703,CORRIDOR,2_closed@0@2
11704,KITCHEN,2_closed@2@1
11705,SLEEPING,2_closed@3@1
11706,ROOM,2_closed@2@3
11707,CORRIDOR,2_closed@1@4
11708,BATH,2_closed@2@1
11709,CORRIDOR,2_closed@0@1
11710,KITCHEN,2_closed@2@2
11711,LIVING,2_closed@2@1
11712,LIVING,2_closed@1@3
11713,TOILET,2_closed@1@1
11714,CORRIDOR,2_closed@0@3
11715,KITCHEN,2_closed@2@1
11716,STORAGE,2_closed@1@1
11717,TOILET,2_closed@1@1
11718,CORRIDOR,2_closed@0@5
11719,ROOM,2_closed@1@2
11720,KITCHEN,2_closed@1@2
11721,SLEEPING,2_closed@1@1
11722,STORAGE,2_closed@1@1
11723,CORRIDOR,2_closed@1@1
11724,CORRIDOR,2_closed@0@4
11725,ROOM,2_closed@1@3
11726,TOILET,2_closed@2@1
11727,KITCHEN,2_closed@2@1
11728,CHILDREN,2_closed@1@1
11729,STORAGE,2_closed@1@1
11730,BATH,2_closed@1@1
11731,CORRIDOR,2_closed@0@5
11732,SLEEPING,2_closed@1@1
11733,KITCHEN,2_closed@1@1
11734,CHILDREN,2_closed@1@1
11735,STORAGE,2_closed@1@1
11736,BATH,2_closed@2@1
11737,SLEEPING,2_closed@1@3
11738,CORRIDOR,2_closed@0@4
11739,CORRIDOR,2_closed@1@2
11740,LIVING,2_closed@1@2
11741,KITCHEN,2_closed@2@1
11742,STORAGE,2_closed@1@1
11743,CORRIDOR,2_closed@1@6
11744,BATH,2_closed@2@1
11745,LIVING,2_closed@2@3
11746,KITCHEN,2_closed@2@2
11747,CORRIDOR,2_closed@0@1
11748,SLEEPING,2_closed@2@1
11749,STORAGE,2_closed@2@1
11750,EXTERIOR,2_closed@3@1
11751,BATH,2_closed@1@1
11752,CORRIDOR,2_closed@0@4
11753,SLEEPING,2_closed@1@1
11754,KITCHEN,2_closed@1@1
11755,SLEEPING,2_closed@1@1
11756,BATH,2_closed@1@1
11757,CORRIDOR,2_closed@0@5
11758,LIVING,2_closed@1@2
11759,KITCHEN,2_closed@1@1
11760,CHILDREN,2_closed@1@1
11761,STORAGE,2_closed@1@1
11762,EXTERIOR,2_closed@2@1
11763,BATH,2_closed@1@1
11764,CORRIDOR,2_closed@0@5
11765,LIVING,2_closed@1@1
11766,KITCHEN,2_closed@1@1
11767,CHILDREN,2_closed@1@1
11768,STORAGE,2_closed@1@1
11769,CORRIDOR,2_closed@0@5
11770,TOILET,2_closed@1@1
11771,KITCHEN,2_closed@1@2
11772,ROOM,2_closed@1@2
11773,CHILDREN,2_closed@1@1
11774,STORAGE,2_closed@1@1
11775,CORRIDOR,2_closed@0@1
11776,CORRIDOR,2_closed@1@3
11777,EXTERIOR,2_closed@4@1
11778,KITCHEN,2_closed@3@2
11779,ROOM,2_closed@2@3
11780,BATH,2_closed@3@1
11781,SLEEPING,2_closed@2@1
11782,ROOM,2_closed@2@1
11783,LIVING,2_closed@1@4
11784,TOILET,2_closed@1@1
11785,CORRIDOR,2_closed@0@3
11786,KITCHEN,2_closed@2@1
11787,STORAGE,2_closed@1@1
11788,EXTERIOR,2_closed@2@1
11789,TOILET,2_closed@2@1
11790,ROOM,2_closed@1@3
11791,CORRIDOR,2_closed@0@2
11792,KITCHEN,2_closed@2@1
11793,SLEEPING,2_closed@1@1
11794,CORRIDOR,2_closed@1@1
11795,CORRIDOR,2_closed@0@3
11796,LIVING,2_closed@1@3
11797,TOILET,2_closed@2@1
11798,KITCHEN,2_closed@2@1
11799,CHILDREN,2_closed@1@1
11800,TOILET,2_closed@1@1
11801,CORRIDOR,2_closed@0@4
11802,KITCHEN,2_closed@1@1
11803,LIVING,2_closed@1@3
11804,LIVING,2_closed@1@2
11805,EXTERIOR,2_closed@2@1
11806,CORRIDOR,2_closed@1@5
11807,BATH,2_closed@2@1
11808,ROOM,2_closed@2@2
11809,KITCHEN,2_closed@2@2
11810,CORRIDOR,2_closed@0@1
11811,CHILDREN,2_closed@2@1
11812,TOILET,2_closed@1@1
11813,CORRIDOR,2_closed@0@5
11814,CORRIDOR,2_closed@2@1
11815,CORRIDOR,2_closed@1@2
11816,KITCHEN,2_closed@1@2
11817,LIVING,2_closed@2@1
11818,SLEEPING,2_closed@1@1
11819,STORAGE,2_closed@1@1
11820,CORRIDOR,2_closed@1@1
11821,CORRIDOR,2_closed@0@3
11822,BATH,2_closed@2@1
11823,CORRIDOR,2_closed@1@6
11824,KITCHEN,2_closed@1@2
11825,LIVING,2_closed@2@2
11826,SLEEPING,2_closed@2@2
11827,STORAGE,2_closed@2@1
11828,CORRIDOR,2_closed@1@1
11829,CORRIDOR,2_closed@0@3
11830,LIVING,2_closed@1@3
11831,TOILET,2_closed@2@1
11832,KITCHEN,2_closed@2@1
11833,SLEEPING,2_closed@1@1
11834,BATH,2_closed@1@1
11835,CORRIDOR,2_closed@0@4
11836,LIVING,2_closed@1@1
11837,KITCHEN,2_closed@1@1
11838,CHILDREN,2_closed@1@1
11839,CORRIDOR,2_closed@1@1
11840,CORRIDOR,2_closed@0@3
11841,ROOM,2_closed@1@3
11842,TOILET,2_closed@2@1
11843,KITCHEN,2_closed@2@1
11844,SLEEPING,2_closed@1@1
11845,BATH,2_closed@1@1
11846,CORRIDOR,2_closed@0@5
11847,ROOM,2_closed@1@1
11848,KITCHEN,2_closed@1@1
11849,CHILDREN,2_closed@1@1
11850,STORAGE,2_closed@1@1
11851,CORRIDOR,2_closed@1@1
11852,CORRIDOR,2_closed@0@3
11853,LIVING,2_closed@1@3
11854,TOILET,2_closed@2@1
11855,KITCHEN,2_closed@2@1
11856,SLEEPING,2_closed@1@1
11857,CORRIDOR,2_closed@1@6
11858,BATH,2_closed@2@1
11859,LIVING,2_closed@2@2
11860,KITCHEN,2_closed@2@2
11861,CORRIDOR,2_closed@0@1
11862,SLEEPING,2_closed@2@1
11863,STORAGE,2_closed@2@1
11864,CORRIDOR,2_closed@1@5
11865,BATH,2_closed@2@1
11866,CORRIDOR,2_closed@0@2
11867,LIVING,2_closed@2@2
11868,KITCHEN,2_closed@1@2
11869,SLEEPING,2_closed@3@1
11870,STORAGE,2_closed@2@1
11871,CORRIDOR,2_closed@0@1
11872,CORRIDOR,2_closed@1@4
11873,EXTERIOR,2_closed@4@1
11874,KITCHEN,2_closed@3@2
11875,ROOM,2_closed@2@3
11876,BATH,2_closed@3@1
11877,SLEEPING,2_closed@2@1
11878,STORAGE,2_closed@2@1
11879,KITCHEN,2_closed@1@2
11880,ROOM,2_closed@1@2
11881,CORRIDOR,2_closed@0@5
11882,KITCHEN,2_closed@1@1
11883,BATH,2_closed@1@1
11884,SLEEPING,2_closed@1@1
11885,CORRIDOR,2_closed@1@1
11886,CORRIDOR,2_closed@0@3
11887,SLEEPING,2_closed@1@3
11888,TOILET,2_closed@2@1
11889,KITCHEN,2_closed@2@1
11890,CHILDREN,2_closed@1@1
11891,TOILET,2_closed@2@1
11892,ROOM,2_closed@1@3
11893,CORRIDOR,2_closed@0@3
11894,KITCHEN,2_closed@2@1
11895,SLEEPING,2_closed@1@1
11896,STORAGE,2_closed@1@1
11897,CORRIDOR,2_closed@1@5
11898,BATH,2_closed@2@1
11899,SLEEPING,2_closed@2@1
11900,CORRIDOR,2_closed@1@1
11901,CORRIDOR,2_closed@0@2
11902,KITCHEN,2_closed@2@1
11903,LIVING,2_closed@2@2
11904,EXTERIOR,2_closed@3@1
11905,KITCHEN,2_closed@1@1
11906,CORRIDOR,2_closed@0@4
11907,ROOM,2_closed@1@1
11908,BATH,2_closed@1@1
11909,SLEEPING,2_closed@1@1
11910,BATH,2_closed@1@1
11911,CORRIDOR,2_closed@0@4
11912,ROOM,2_closed@1@1
11913,KITCHEN,2_closed@1@1
11914,CHILDREN,2_closed@1@1
11915,SLEEPING,2_closed@2@1
11916,ROOM,2_closed@1@3
11917,TOILET,2_closed@1@1
11918,CORRIDOR,2_closed@0@3
11919,KITCHEN,2_closed@2@1
11920,STORAGE,2_closed@1@1
11921,TOILET,2_closed@1@1
11922,CORRIDOR,2_closed@0@5
11923,CORRIDOR,2_closed@2@1
11924,CORRIDOR,2_closed@1@2
11925,KITCHEN,2_closed@1@2
11926,ROOM,2_closed@2@1
11927,SLEEPING,2_closed@1@1
11928,STORAGE,2_closed@1@1
11929,TOILET,2_closed@1@1
11930,CORRIDOR,2_closed@0@4
11931,ROOM,2_closed@1@2
11932,KITCHEN,2_closed@1@2
11933,SLEEPING,2_closed@1@1
11934,KITCHEN,2_closed@1@2
11935,LIVING,2_closed@1@2
11936,CORRIDOR,2_closed@0@6
11937,KITCHEN,2_closed@1@1
11938,BATH,2_closed@1@1
11939,CHILDREN,2_closed@1@1
11940,STORAGE,2_closed@1@1
11941,TOILET,2_closed@2@1
11942,LIVING,2_closed@1@2
11943,CORRIDOR,2_closed@0@4
11944,KITCHEN,2_closed@1@1
11945,SLEEPING,2_closed@1@1
11946,STORAGE,2_closed@1@1
11947,CORRIDOR,2_closed@0@4
11948,TOILET,2_closed@1@1
11949,CORRIDOR,2_closed@1@1
11950,KITCHEN,2_closed@1@2
11951,ROOM,2_closed@2@1
11952,CHILDREN,2_closed@1@1
11953,TOILET,2_closed@1@1
11954,CORRIDOR,2_closed@0@5
11955,KITCHEN,2_closed@1@1
11956,LIVING,2_closed@1@2
11957,ROOM,2_closed@1@2
11958,STORAGE,2_closed@1@1
11959,CORRIDOR,2_closed@0@5
11960,TOILET,2_closed@1@1
11961,KITCHEN,2_closed@1@2
11962,ROOM,2_closed@1@2
11963,CHILDREN,2_closed@1@1
11964,STORAGE,2_closed@1@1
11965,BATH,2_closed@2@1
11966,SLEEPING,2_closed@1@3
11967,CORRIDOR,2_closed@0@4
11968,CORRIDOR,2_closed@1@2
11969,LIVING,2_closed@1@3
11970,KITCHEN,2_closed@2@1
11971,STORAGE,2_closed@1@1
11972,EXTERIOR,2_closed@2@1
11973,KITCHEN,2_closed@1@1
11974,CORRIDOR,2_closed@0@4
11975,ROOM,2_closed@1@1
11976,BATH,2_closed@1@1
11977,CHILDREN,2_closed@1@1
11978,ROOM,2_closed@2@1
11979,LIVING,2_closed@1@3
11980,TOILET,2_closed@1@1
11981,CORRIDOR,2_closed@0@2
11982,KITCHEN,2_closed@2@1
11983,TOILET,2_closed@1@1
11984,CORRIDOR,2_closed@0@4
11985,SLEEPING,2_closed@1@2
11986,KITCHEN,2_closed@1@2
11987,SLEEPING,2_closed@1@1
11988,KITCHEN,2_closed@1@1
11989,CORRIDOR,2_closed@0@5
11990,LIVING,2_closed@1@1
11991,BATH,2_closed@1@1
11992,SLEEPING,2_closed@1@1
11993,STORAGE,2_closed@1@1
11994,CORRIDOR,2_closed@1@1
11995,CORRIDOR,2_closed@0@4
11996,ROOM,2_closed@1@3
11997,TOILET,2_closed@2@1
11998,KITCHEN,2_closed@2@1
11999,CHILDREN,2_closed@1@1
12000,STORAGE,2_closed@1@1
12001,KITCHEN,2_closed@1@1
12002,CORRIDOR,2_closed@0@5
12003,LIVING,2_closed@1@1
12004,BATH,2_closed@1@1
12005,CHILDREN,2_closed@1@1
12006,STORAGE,2_closed@1@1
12007,CORRIDOR,2_closed@1@1
12008,CORRIDOR,2_closed@0@5
12009,SLEEPING,2_closed@1@1
12010,LIVING,2_closed@1@2
12011,BATH,2_closed@1@1
12012,KITCHEN,2_closed@1@1
12013,EXTERIOR,2_closed@2@1
12014,TOILET,2_closed@1@1
12015,CORRIDOR,2_closed@0@5
12016,KITCHEN,2_closed@1@1
12017,LIVING,2_closed@1@3
12018,ROOM,2_closed@1@2
12019,STORAGE,2_closed@1@1
12020,EXTERIOR,2_closed@2@1
12021,TOILET,2_closed@1@1
12022,CORRIDOR,2_closed@0@5
12023,SLEEPING,2_closed@1@2
12024,KITCHEN,2_closed@1@2
12025,SLEEPING,2_closed@1@1
12026,STORAGE,2_closed@1@1
12027,CORRIDOR,2_closed@0@1
12028,CORRIDOR,2_closed@1@4
12029,EXTERIOR,2_closed@4@1
12030,KITCHEN,2_closed@3@2
12031,ROOM,2_closed@2@3
12032,BATH,2_closed@3@1
12033,CHILDREN,2_closed@2@1
12034,STORAGE,2_closed@2@1
12035,TOILET,2_closed@1@1
12036,CORRIDOR,2_closed@0@5
12037,ROOM,2_closed@1@2
12038,KITCHEN,2_closed@1@2
12039,CHILDREN,2_closed@1@1
12040,STORAGE,2_closed@1@1
12041,CORRIDOR,2_closed@1@6
12042,BATH,2_closed@2@1
12043,ROOM,2_closed@2@2
12044,KITCHEN,2_closed@2@2
12045,CORRIDOR,2_closed@0@1
12046,SLEEPING,2_closed@2@1
12047,STORAGE,2_closed@2@1
12048,CORRIDOR,2_closed@1@1
12049,CORRIDOR,2_closed@0@3
12050,SLEEPING,2_closed@1@3
12051,TOILET,2_closed@2@1
12052,KITCHEN,2_closed@2@1
12053,CHILDREN,2_closed@1@1
12054,TOILET,2_closed@1@1
12055,CORRIDOR,2_closed@0@4
12056,CORRIDOR,2_closed@2@1
12057,CORRIDOR,2_closed@1@2
12058,KITCHEN,2_closed@1@2
12059,ROOM,2_closed@2@1
12060,CHILDREN,2_closed@1@1
12061,CORRIDOR,2_closed@1@1
12062,CORRIDOR,2_closed@0@3
12063,BATH,2_closed@2@1
12064,CORRIDOR,2_closed@1@6
12065,KITCHEN,2_closed@1@2
12066,LIVING,2_closed@2@3
12067,SLEEPING,2_closed@2@2
12068,STORAGE,2_closed@2@1
12069,EXTERIOR,2_closed@3@1
12070,CORRIDOR,2_closed@0@5
12071,TOILET,2_closed@1@1
12072,CORRIDOR,2_closed@1@1
12073,KITCHEN,2_closed@1@2
12074,ROOM,2_closed@2@1
12075,SLEEPING,2_closed@1@1
12076,STORAGE,2_closed@1@1
12077,KITCHEN,2_closed@1@2
12078,LIVING,2_closed@1@3
12079,CORRIDOR,2_closed@0@6
12080,KITCHEN,2_closed@1@1
12081,BATH,2_closed@1@1
12082,SLEEPING,2_closed@1@1
12083,STORAGE,2_closed@1@1
12084,EXTERIOR,2_closed@2@1
12085,CORRIDOR,2_closed@1@6
12086,BATH,2_closed@2@1
12087,SLEEPING,2_closed@2@2
12088,KITCHEN,2_closed@2@2
12089,CORRIDOR,2_closed@0@1
12090,SLEEPING,2_closed@2@1
12091,STORAGE,2_closed@2@1
12092,TOILET,2_closed@1@1
12093,CORRIDOR,2_closed@0@5
12094,ROOM,2_closed@1@2
12095,KITCHEN,2_closed@1@2
12096,CHILDREN,2_closed@1@1
12097,STORAGE,2_closed@1@1
12098,CORRIDOR,2_closed@1@1
12099,CORRIDOR,2_closed@0@4
12100,LIVING,2_closed@1@3
12101,TOILET,2_closed@2@1
12102,KITCHEN,2_closed@2@1
12103,SLEEPING,2_closed@1@1
12104,STORAGE,2_closed@1@1
12105,LIVING,2_closed@3@1
12106,LIVING,2_closed@2@3
12107,CORRIDOR,2_closed@1@4
12108,KITCHEN,2_closed@2@1
12109,CORRIDOR,2_closed@0@2
12110,BATH,2_closed@2@2
12111,STORAGE,2_closed@1@1
12112,CORRIDOR,2_closed@0@4
12113,TOILET,2_closed@1@1
12114,CORRIDOR,2_closed@1@1
12115,KITCHEN,2_closed@1@2
12116,ROOM,2_closed@2@1
12117,SLEEPING,2_closed@1@1
12118,TOILET,2_closed@1@1
12119,CORRIDOR,2_closed@0@5
12120,KITCHEN,2_closed@1@1
12121,LIVING,2_closed@1@2
12122,ROOM,2_closed@1@2
12123,STORAGE,2_closed@1@1
12124,TOILET,2_closed@2@1
12125,ROOM,2_closed@1@3
12126,CORRIDOR,2_closed@0@3
12127,KITCHEN,2_closed@2@1
12128,CHILDREN,2_closed@1@1
12129,STORAGE,2_closed@1@1
12130,KITCHEN,2_closed@1@2
12131,LIVING,2_closed@1@3
12132,CORRIDOR,2_closed@0@5
12133,KITCHEN,2_closed@1@1
12134,BATH,2_closed@1@1
12135,CHILDREN,2_closed@1@1
12136,EXTERIOR,2_closed@2@1
12137,CORRIDOR,2_closed@1@1
12138,CORRIDOR,2_closed@0@4
12139,ROOM,2_closed@1@3
12140,TOILET,2_closed@2@1
12141,KITCHEN,2_closed@2@1
12142,CHILDREN,2_closed@1@1
12143,STORAGE,2_closed@1@1
12144,TOILET,2_closed@2@1
12145,LIVING,2_closed@1@2
12146,CORRIDOR,2_closed@0@3
12147,KITCHEN,2_closed@1@1
12148,SLEEPING,2_closed@1@1
12149,CORRIDOR,2_closed@0@4
12150,TOILET,2_closed@1@1
12151,KITCHEN,2_closed@1@2
12152,ROOM,2_closed@1@2
12153,SLEEPING,2_closed@1@1
12154,CORRIDOR,2_closed@1@5
12155,BATH,2_closed@2@1
12156,SLEEPING,2_closed@2@2
12157,KITCHEN,2_closed@2@2
12158,CORRIDOR,2_closed@0@1
12159,SLEEPING,2_closed@2@1
12160,CORRIDOR,2_closed@1@1
12161,CORRIDOR,2_closed@0@3
12162,SLEEPING,2_closed@1@3
12163,TOILET,2_closed@2@1
12164,KITCHEN,2_closed@2@1
12165,SLEEPING,2_closed@1@1
12166,LIVING,3_open@3@1
12167,LIVING,3_open@2@3
12168,CORRIDOR,3_open@1@4
12169,BATH,3_open@2@1
12170,CORRIDOR,3_open@0@3
12171,KITCHEN,3_open@2@2
12172,CHILDREN,3_open@1@1
12173,STORAGE,3_open@1@1
12174,CORRIDOR,3_open@1@7
12175,BATH,3_open@2@1
12176,SLEEPING,3_open@2@1
12177,CORRIDOR,3_open@1@1
12178,CORRIDOR,3_open@0@2
12179,KITCHEN,3_open@2@2
12180,LIVING,3_open@2@3
12181,CHILDREN,3_open@2@1
12182,STORAGE,3_open@2@1
12183,EXTERIOR,3_open@3@1
12184,CORRIDOR,3_open@0@5
12185,TOILET,3_open@1@1
12186,KITCHEN,3_open@1@2
12187,LIVING,3_open@1@2
12188,SLEEPING,3_open@1@1
12189,CHILDREN,3_open@1@1
12190,LIVING,3_open@2@1
12191,LIVING,3_open@1@4
12192,TOILET,3_open@1@1
12193,CORRIDOR,3_open@0@4
12194,KITCHEN,3_open@2@1
12195,CHILDREN,3_open@1@1
12196,STORAGE,3_open@1@1
12197,EXTERIOR,3_open@2@1
12198,LIVING,3_open@2@1
12199,LIVING,3_open@1@4
12200,TOILET,3_open@1@1
12201,CORRIDOR,3_open@0@3
12202,KITCHEN,3_open@2@1
12203,SLEEPING,3_open@1@1
12204,EXTERIOR,3_open@2@1
12205,SLEEPING,3_open@2@1
12206,LIVING,3_open@1@4
12207,TOILET,3_open@1@1
12208,CORRIDOR,3_open@0@4
12209,KITCHEN,3_open@2@1
12210,SLEEPING,3_open@1@1
12211,STORAGE,3_open@1@1
12212,EXTERIOR,3_open@2@1
12213,KITCHEN,3_open@2@1
12214,LIVING,3_open@1@3
12215,BATH,3_open@1@1
12216,SLEEPING,3_open@1@1
12217,SLEEPING,3_open@1@1
12218,CORRIDOR,3_open@0@4
12219,EXTERIOR,3_open@2@1
12220,CORRIDOR,3_open@0@5
12221,TOILET,3_open@1@1
12222,CORRIDOR,3_open@1@1
12223,KITCHEN,3_open@1@2
12224,LIVING,3_open@2@2
12225,SLEEPING,3_open@1@1
12226,CHILDREN,3_open@1@1
12227,EXTERIOR,3_open@3@1
12228,TOILET,3_open@1@1
12229,CORRIDOR,3_open@0@5
12230,CORRIDOR,3_open@2@1
12231,CORRIDOR,3_open@1@2
12232,KITCHEN,3_open@1@2
12233,LIVING,3_open@2@1
12234,SLEEPING,3_open@1@1
12235,CHILDREN,3_open@1@1
12236,CORRIDOR,3_open@0@4
12237,SLEEPING,3_open@1@1
12238,LIVING,3_open@1@2
12239,BATH,3_open@1@1
12240,KITCHEN,3_open@2@1
12241,SLEEPING,3_open@1@1
12242,ROOM,3_open@3@1
12243,LIVING,3_open@2@3
12244,CORRIDOR,3_open@1@4
12245,BATH,3_open@2@1
12246,CORRIDOR,3_open@0@2
12247,KITCHEN,3_open@2@2
12248,CHILDREN,3_open@1@1
12249,LIVING,3_open@2@1
12250,LIVING,3_open@1@4
12251,TOILET,3_open@1@1
12252,CORRIDOR,3_open@0@3
12253,KITCHEN,3_open@2@1
12254,CHILDREN,3_open@1@1
12255,EXTERIOR,3_open@2@1
12256,CORRIDOR,3_open@0@6
12257,TOILET,3_open@1@1
12258,CORRIDOR,3_open@1@1
12259,KITCHEN,3_open@1@2
12260,LIVING,3_open@2@1
12261,SLEEPING,3_open@1@1
12262,CHILDREN,3_open@1@1
12263,STORAGE,3_open@1@1
12264,TOILET,3_open@2@1
12265,LIVING,3_open@1@4
12266,CORRIDOR,3_open@0@3
12267,KITCHEN,3_open@2@1
12268,SLEEPING,3_open@1@1
12269,CHILDREN,3_open@1@1
12270,EXTERIOR,3_open@2@1
12271,SLEEPING,3_open@2@1
12272,LIVING,3_open@1@3
12273,TOILET,3_open@1@1
12274,CORRIDOR,3_open@0@3
12275,KITCHEN,3_open@2@1
12276,SLEEPING,3_open@1@1
12277,TOILET,3_open@1@1
12278,CORRIDOR,3_open@0@6
12279,LIVING,3_open@1@3
12280,KITCHEN,3_open@1@2
12281,SLEEPING,3_open@1@1
12282,CHILDREN,3_open@1@1
12283,STORAGE,3_open@1@1
12284,EXTERIOR,3_open@2@1
12285,CORRIDOR,3_open@1@7
12286,BATH,3_open@2@1
12287,SLEEPING,3_open@2@1
12288,CORRIDOR,3_open@1@1
12289,CORRIDOR,3_open@0@2
12290,KITCHEN,3_open@2@2
12291,LIVING,3_open@2@3
12292,SLEEPING,3_open@2@1
12293,STORAGE,3_open@2@1
12294,EXTERIOR,3_open@3@1
12295,SLEEPING,3_open@1@1
12296,BATH,3_open@1@1
12297,BATH,3_open@2@1
12298,SLEEPING,3_open@1@2
12299,CORRIDOR,3_open@0@6
12300,STORAGE,3_open@1@1
12301,KITCHEN,3_open@1@2
12302,LIVING,3_open@1@3
12303,EXTERIOR,3_open@2@1
12304,LIVING,3_open@3@1
12305,LIVING,3_open@2@4
12306,CORRIDOR,3_open@1@4
12307,BATH,3_open@2@1
12308,CORRIDOR,3_open@0@3
12309,KITCHEN,3_open@2@2
12310,CHILDREN,3_open@1@1
12311,STORAGE,3_open@1@1
12312,EXTERIOR,3_open@3@1
12313,CORRIDOR,3_open@1@1
12314,CORRIDOR,3_open@0@6
12315,BATH,3_open@1@1
12316,SLEEPING,3_open@1@2
12317,LIVING,3_open@1@4
12318,KITCHEN,3_open@1@2
12319,CHILDREN,3_open@1@1
12320,EXTERIOR,3_open@2@1
12321,CORRIDOR,3_open@1@6
12322,SLEEPING,3_open@2@1
12323,BATH,3_open@2@1
12324,CORRIDOR,3_open@0@1
12325,KITCHEN,3_open@2@2
12326,LIVING,3_open@2@2
12327,CHILDREN,3_open@2@1
12328,SLEEPING,3_open@2@1
12329,LIVING,3_open@1@4
12330,TOILET,3_open@1@1
12331,CORRIDOR,3_open@0@3
12332,KITCHEN,3_open@2@1
12333,CHILDREN,3_open@1@1
12334,EXTERIOR,3_open@2@1
12335,BATH,3_open@1@1
12336,SLEEPING,3_open@1@2
12337,CORRIDOR,3_open@0@6
12338,CORRIDOR,3_open@1@1
12339,LIVING,3_open@1@4
12340,KITCHEN,3_open@2@1
12341,SLEEPING,3_open@1@1
12342,STORAGE,3_open@1@1
12343,EXTERIOR,3_open@2@1
12344,CORRIDOR,3_open@1@4
12345,BATH,3_open@2@1
12346,CORRIDOR,3_open@0@1
12347,LIVING,3_open@2@3
12348,KITCHEN,3_open@3@1
12349,SLEEPING,3_open@3@1
12350,CHILDREN,3_open@2@1
12351,ROOM,3_open@2@1
12352,LIVING,3_open@1@4
12353,TOILET,3_open@1@1
12354,CORRIDOR,3_open@0@4
12355,KITCHEN,3_open@2@1
12356,SLEEPING,3_open@1@1
12357,STORAGE,3_open@1@1
12358,EXTERIOR,3_open@2@1
12359,BATH,3_open@2@1
12360,SLEEPING,3_open@2@1
12361,CORRIDOR,3_open@1@5
12362,CORRIDOR,3_open@0@1
12363,KITCHEN,3_open@2@2
12364,LIVING,3_open@3@2
12365,CHILDREN,3_open@2@1
12366,EXTERIOR,3_open@4@1
12367,BATH,3_open@2@1
12368,SLEEPING,3_open@1@3
12369,CORRIDOR,3_open@0@4
12370,CORRIDOR,3_open@1@1
12371,LIVING,3_open@1@3
12372,KITCHEN,3_open@2@1
12373,SLEEPING,3_open@1@1
12374,BATH,3_open@1@1
12375,CORRIDOR,3_open@0@6
12376,SLEEPING,3_open@1@1
12377,CORRIDOR,3_open@1@1
12378,LIVING,3_open@1@3
12379,KITCHEN,3_open@1@2
12380,CHILDREN,3_open@1@1
12381,EXTERIOR,3_open@2@1
12382,SLEEPING,3_open@2@1
12383,LIVING,3_open@1@4
12384,TOILET,3_open@1@1
12385,CORRIDOR,3_open@0@4
12386,KITCHEN,3_open@2@1
12387,SLEEPING,3_open@1@1
12388,STORAGE,3_open@1@1
12389,EXTERIOR,3_open@2@1
12390,CORRIDOR,3_open@1@7
12391,BATH,3_open@2@1
